subject,session,class_name,cue_side,rt_group,n_trials,n_unusable,unusable_rate,mean_error,mean_RT
s20,1,toward,other,validRT,0,0,NaN,NaN,NaN
s20,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,noMS,left,validRT,90,2,0.0222222222222222,9.21111111111111,538.222222222222
s20,1,noMS,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,noMS,right,validRT,121,2,0.0165289256198347,8.50413223140496,579.347107438017
s20,1,noMS,right,trimmedRT,0,0,NaN,NaN,NaN
s20,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s20,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,away,left,validRT,49,0,0,11.3877551020408,573.979591836735
s20,1,away,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,away,right,validRT,60,1,0.0166666666666667,13.8166666666667,615.5
s20,1,away,right,trimmedRT,3,0,0,13.3333333333333,2118
s20,1,away,other,validRT,0,0,NaN,NaN,NaN
s20,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,tooSmall,left,validRT,63,1,0.0158730158730159,11.4126984126984,517.936507936508
s20,1,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,tooSmall,right,validRT,67,1,0.0149253731343284,11.4626865671642,569.492537313433
s20,1,tooSmall,right,trimmedRT,1,0,0,31,1423
s20,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s20,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s20,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s20,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s20,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s20,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,toward,left,validRT,88,0,0,16.3181818181818,551.545454545455
s20,2,toward,left,trimmedRT,5,0,0,26,1517.4
s20,2,toward,right,validRT,48,0,0,12.8541666666667,576.645833333333
s20,2,toward,right,trimmedRT,10,1,0.1,51.2,1846.1
s20,2,toward,other,validRT,0,0,NaN,NaN,NaN
s20,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,noMS,left,validRT,90,0,0,8.52222222222222,510.977777777778
s20,2,noMS,left,trimmedRT,6,0,0,31.5,1516.5
s20,2,noMS,right,validRT,100,0,0,9.96,540.24
s20,2,noMS,right,trimmedRT,2,0,0,12.5,1882.5
s20,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s20,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,away,left,validRT,48,0,0,14.4166666666667,500
s20,2,away,left,trimmedRT,4,0,0,45.25,1674.5
s20,2,away,right,validRT,66,0,0,17.9242424242424,577.090909090909
s20,2,away,right,trimmedRT,5,0,0,63,1885.4
s20,2,away,other,validRT,0,0,NaN,NaN,NaN
s20,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,tooSmall,left,validRT,59,0,0,15.135593220339,506.067796610169
s20,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s20,2,tooSmall,right,validRT,68,0,0,10.4117647058824,550.352941176471
s20,2,tooSmall,right,trimmedRT,1,0,0,15,1332
s20,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s20,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s20,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s20,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s20,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s20,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s20,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,toward,left,validRT,40,1,0.025,23.4,791.025
s21,1,toward,left,trimmedRT,7,0,0,35.2857142857143,2200.71428571429
s21,1,toward,right,validRT,87,1,0.0114942528735632,15.9770114942529,747.114942528736
s21,1,toward,right,trimmedRT,5,0,0,22.4,1943
s21,1,toward,other,validRT,0,0,NaN,NaN,NaN
s21,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,noMS,left,validRT,113,0,0,19.1327433628319,818.548672566372
s21,1,noMS,left,trimmedRT,10,0,0,21,1825
s21,1,noMS,right,validRT,108,1,0.00925925925925926,19.4907407407407,757.518518518518
s21,1,noMS,right,trimmedRT,3,0,0,16.3333333333333,1752.66666666667
s21,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s21,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,away,left,validRT,18,0,0,26.6111111111111,832.166666666667
s21,1,away,left,trimmedRT,0,0,NaN,NaN,NaN
s21,1,away,right,validRT,18,0,0,13.6666666666667,695.5
s21,1,away,right,trimmedRT,0,0,NaN,NaN,NaN
s21,1,away,other,validRT,0,0,NaN,NaN,NaN
s21,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,tooSmall,left,validRT,109,0,0,17.7064220183486,847.376146788991
s21,1,tooSmall,left,trimmedRT,3,0,0,30,2020.33333333333
s21,1,tooSmall,right,validRT,77,0,0,16.9090909090909,761.246753246753
s21,1,tooSmall,right,trimmedRT,2,0,0,19.5,1890
s21,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s21,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s21,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s21,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s21,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s21,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s21,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,toward,left,validRT,85,0,0,17.8117647058824,706.823529411765
s21,2,toward,left,trimmedRT,1,0,0,68,1655
s21,2,toward,right,validRT,156,1,0.00641025641025641,14.8782051282051,607.826923076923
s21,2,toward,right,trimmedRT,5,1,0.2,42.8,1974.6
s21,2,toward,other,validRT,0,0,NaN,NaN,NaN
s21,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,noMS,left,validRT,64,0,0,14.296875,604.046875
s21,2,noMS,left,trimmedRT,1,0,0,80,1798
s21,2,noMS,right,validRT,46,0,0,12.5217391304348,604.934782608696
s21,2,noMS,right,trimmedRT,3,2,0.666666666666667,32.6666666666667,3107
s21,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s21,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,away,left,validRT,67,0,0,11.8955223880597,577.641791044776
s21,2,away,left,trimmedRT,1,0,0,11,1917
s21,2,away,right,validRT,24,1,0.0416666666666667,15.125,685.541666666667
s21,2,away,right,trimmedRT,2,0,0,51.5,1795
s21,2,away,other,validRT,0,0,NaN,NaN,NaN
s21,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,tooSmall,left,validRT,80,0,0,14.5125,646.375
s21,2,tooSmall,left,trimmedRT,1,0,0,85,2203
s21,2,tooSmall,right,validRT,63,1,0.0158730158730159,15.9047619047619,618.206349206349
s21,2,tooSmall,right,trimmedRT,1,0,0,15,1844
s21,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s21,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s21,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s21,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s21,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s21,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s21,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,toward,left,validRT,103,0,0,9.67961165048544,701.242718446602
s22,1,toward,left,trimmedRT,4,0,0,4.75,1699.5
s22,1,toward,right,validRT,114,0,0,8.7719298245614,702.122807017544
s22,1,toward,right,trimmedRT,4,0,0,27.75,1468.25
s22,1,toward,other,validRT,0,0,NaN,NaN,NaN
s22,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,noMS,left,validRT,63,0,0,8.36507936507937,618.238095238095
s22,1,noMS,left,trimmedRT,2,0,0,3,1383
s22,1,noMS,right,validRT,47,0,0,9.48936170212766,648.148936170213
s22,1,noMS,right,trimmedRT,1,0,0,18,1452
s22,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s22,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,away,left,validRT,55,0,0,10.7636363636364,627.236363636364
s22,1,away,left,trimmedRT,1,0,0,16,1287
s22,1,away,right,validRT,53,0,0,11.8679245283019,705.603773584906
s22,1,away,right,trimmedRT,5,1,0.2,14.8,1701.2
s22,1,away,other,validRT,0,0,NaN,NaN,NaN
s22,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,tooSmall,left,validRT,70,0,0,8.91428571428571,653.9
s22,1,tooSmall,left,trimmedRT,2,0,0,2.5,1944
s22,1,tooSmall,right,validRT,73,0,0,10.5068493150685,694.068493150685
s22,1,tooSmall,right,trimmedRT,3,0,0,4.33333333333333,1868
s22,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s22,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s22,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s22,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s22,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s22,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s22,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,toward,left,validRT,95,0,0,8.30526315789474,625.568421052632
s22,2,toward,left,trimmedRT,2,0,0,47.5,1692.5
s22,2,toward,right,validRT,155,1,0.00645161290322581,7.95483870967742,666.225806451613
s22,2,toward,right,trimmedRT,1,0,0,86,1481
s22,2,toward,other,validRT,0,0,NaN,NaN,NaN
s22,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,noMS,left,validRT,44,0,0,8.02272727272727,547.772727272727
s22,2,noMS,left,trimmedRT,2,1,0.5,30.5,1985.5
s22,2,noMS,right,validRT,24,0,0,8,613.666666666667
s22,2,noMS,right,trimmedRT,0,0,NaN,NaN,NaN
s22,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s22,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,away,left,validRT,81,0,0,11.2345679012346,585.617283950617
s22,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s22,2,away,right,validRT,45,0,0,12.1555555555556,640.444444444444
s22,2,away,right,trimmedRT,2,0,0,32.5,1656
s22,2,away,other,validRT,0,0,NaN,NaN,NaN
s22,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,tooSmall,left,validRT,75,0,0,10.52,555.906666666667
s22,2,tooSmall,left,trimmedRT,1,0,0,6,1350
s22,2,tooSmall,right,validRT,71,0,0,11.2676056338028,629.774647887324
s22,2,tooSmall,right,trimmedRT,2,0,0,28.5,1582.5
s22,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s22,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s22,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s22,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s22,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s22,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s22,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s23,1,toward,left,validRT,39,0,0,9.94871794871795,538.871794871795
s23,1,toward,left,trimmedRT,0,0,NaN,NaN,NaN
s23,1,toward,right,validRT,61,0,0,8.13114754098361,546.426229508197
s23,1,toward,right,trimmedRT,3,0,0,6.33333333333333,1845.33333333333
s23,1,toward,other,validRT,0,0,NaN,NaN,NaN
s23,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s23,1,noMS,left,validRT,107,3,0.0280373831775701,8.32710280373832,544.289719626168
s23,1,noMS,left,trimmedRT,2,1,0.5,12,2659.5
s23,1,noMS,right,validRT,99,2,0.0202020202020202,9.7979797979798,603.444444444444
s23,1,noMS,right,trimmedRT,11,2,0.181818181818182,14.4545454545455,1982.54545454545
s23,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s23,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s23,1,away,left,validRT,43,0,0,12.1627906976744,540.325581395349
s23,1,away,left,trimmedRT,2,0,0,30.5,2020
s23,1,away,right,validRT,12,0,0,11.25,610
s23,1,away,right,trimmedRT,1,0,0,7,2322
s23,1,away,other,validRT,0,0,NaN,NaN,NaN
s23,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s23,1,tooSmall,left,validRT,105,1,0.00952380952380952,10.2761904761905,528.333333333333
s23,1,tooSmall,left,trimmedRT,2,1,0.5,44.5,1763
s23,1,tooSmall,right,validRT,112,0,0,8.40178571428571,616.375
s23,1,tooSmall,right,trimmedRT,1,0,0,3,1918
s23,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s23,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s23,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s23,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s23,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s23,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s23,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s23,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s23,2,toward,left,validRT,26,0,0,9.84615384615385,511.576923076923
s23,2,toward,left,trimmedRT,0,0,NaN,NaN,NaN
s23,2,toward,right,validRT,108,0,0,8.9537037037037,553.351851851852
s23,2,toward,right,trimmedRT,1,0,0,15,1761
s23,2,toward,other,validRT,0,0,NaN,NaN,NaN
s23,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s23,2,noMS,left,validRT,78,1,0.0128205128205128,12.7179487179487,515.269230769231
s23,2,noMS,left,trimmedRT,4,1,0.25,9,2190.25
s23,2,noMS,right,validRT,66,1,0.0151515151515152,10.4545454545455,571.742424242424
s23,2,noMS,right,trimmedRT,4,1,0.25,11,1582.25
s23,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s23,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s23,2,away,left,validRT,80,0,0,10.4625,492.325
s23,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s23,2,away,right,validRT,14,0,0,11,527
s23,2,away,right,trimmedRT,0,0,NaN,NaN,NaN
s23,2,away,other,validRT,0,0,NaN,NaN,NaN
s23,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s23,2,tooSmall,left,validRT,111,0,0,9.07207207207207,491.702702702703
s23,2,tooSmall,left,trimmedRT,1,0,0,1,1470
s23,2,tooSmall,right,validRT,104,1,0.00961538461538462,9.10576923076923,556.528846153846
s23,2,tooSmall,right,trimmedRT,3,1,0.333333333333333,19.3333333333333,1822
s23,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s23,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s23,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s23,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s23,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s23,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s23,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s23,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s24,1,toward,left,validRT,67,1,0.0149253731343284,33.8955223880597,1072.53731343284
s24,1,toward,left,trimmedRT,11,3,0.272727272727273,49.9090909090909,8513.18181818182
s24,1,toward,right,validRT,73,4,0.0547945205479452,33.7534246575342,1209.46575342466
s24,1,toward,right,trimmedRT,12,1,0.0833333333333333,40.4166666666667,3008.16666666667
s24,1,toward,other,validRT,0,0,NaN,NaN,NaN
s24,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s24,1,noMS,left,validRT,59,11,0.186440677966102,32.3220338983051,1107.57627118644
s24,1,noMS,left,trimmedRT,5,0,0,48.6,3671.6
s24,1,noMS,right,validRT,80,17,0.2125,38.95,1315.8375
s24,1,noMS,right,trimmedRT,7,2,0.285714285714286,38,6293.71428571429
s24,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s24,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s24,1,away,left,validRT,48,5,0.104166666666667,29.75,1255.60416666667
s24,1,away,left,trimmedRT,12,0,0,47.75,3700.41666666667
s24,1,away,right,validRT,26,1,0.0384615384615385,36.1538461538462,1410.26923076923
s24,1,away,right,trimmedRT,8,1,0.125,21.375,14419.125
s24,1,away,other,validRT,0,0,NaN,NaN,NaN
s24,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s24,1,tooSmall,left,validRT,87,6,0.0689655172413793,28.4597701149425,1162.64367816092
s24,1,tooSmall,left,trimmedRT,11,1,0.0909090909090909,36.3636363636364,2966.45454545455
s24,1,tooSmall,right,validRT,82,2,0.024390243902439,27.3536585365854,1248.5487804878
s24,1,tooSmall,right,trimmedRT,12,3,0.25,25.25,3266.58333333333
s24,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s24,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s24,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s24,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s24,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s24,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s24,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s24,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s24,2,toward,left,validRT,80,2,0.025,13.5125,818.475
s24,2,toward,left,trimmedRT,1,0,0,6,2712
s24,2,toward,right,validRT,71,5,0.0704225352112676,15.7042253521127,946.760563380282
s24,2,toward,right,trimmedRT,1,0,0,84,9859
s24,2,toward,other,validRT,0,0,NaN,NaN,NaN
s24,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s24,2,noMS,left,validRT,53,3,0.0566037735849057,16.5471698113208,820.433962264151
s24,2,noMS,left,trimmedRT,0,0,NaN,NaN,NaN
s24,2,noMS,right,validRT,71,9,0.126760563380282,17.8028169014085,825.408450704225
s24,2,noMS,right,trimmedRT,1,0,0,63,2854
s24,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s24,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s24,2,away,left,validRT,55,3,0.0545454545454545,18.1636363636364,975.418181818182
s24,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s24,2,away,right,validRT,44,2,0.0454545454545455,14.6818181818182,1112.13636363636
s24,2,away,right,trimmedRT,1,0,0,80,2376
s24,2,away,other,validRT,0,0,NaN,NaN,NaN
s24,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s24,2,tooSmall,left,validRT,111,10,0.0900900900900901,15.5225225225225,856.468468468468
s24,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s24,2,tooSmall,right,validRT,109,7,0.0642201834862385,17.2293577981651,838.165137614679
s24,2,tooSmall,right,trimmedRT,2,0,0,17.5,2482.5
s24,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s24,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s24,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s24,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s24,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s24,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s24,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s24,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s25,1,toward,left,validRT,133,1,0.0075187969924812,10.1954887218045,825.842105263158
s25,1,toward,left,trimmedRT,4,0,0,18.75,1697
s25,1,toward,right,validRT,90,1,0.0111111111111111,8.63333333333333,822
s25,1,toward,right,trimmedRT,8,1,0.125,11.5,1774.5
s25,1,toward,other,validRT,0,0,NaN,NaN,NaN
s25,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s25,1,noMS,left,validRT,41,3,0.0731707317073171,13.780487804878,789.414634146341
s25,1,noMS,left,trimmedRT,4,0,0,4.75,1719.75
s25,1,noMS,right,validRT,68,9,0.132352941176471,8.75,783.852941176471
s25,1,noMS,right,trimmedRT,4,1,0.25,22,2220
s25,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s25,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s25,1,away,left,validRT,27,0,0,8.11111111111111,739.592592592593
s25,1,away,left,trimmedRT,1,0,0,85,2428
s25,1,away,right,validRT,54,1,0.0185185185185185,7.59259259259259,785.87037037037
s25,1,away,right,trimmedRT,0,0,NaN,NaN,NaN
s25,1,away,other,validRT,0,0,NaN,NaN,NaN
s25,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s25,1,tooSmall,left,validRT,88,2,0.0227272727272727,8.52272727272727,793.602272727273
s25,1,tooSmall,left,trimmedRT,2,0,0,6.5,1543
s25,1,tooSmall,right,validRT,75,2,0.0266666666666667,8.62666666666667,822.253333333333
s25,1,tooSmall,right,trimmedRT,1,0,0,2,1478
s25,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s25,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s25,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s25,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s25,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s25,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s25,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s25,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s25,2,toward,left,validRT,127,0,0,9.71653543307087,751.503937007874
s25,2,toward,left,trimmedRT,1,0,0,18,1844
s25,2,toward,right,validRT,74,0,0,7.06756756756757,732
s25,2,toward,right,trimmedRT,1,0,0,20,1771
s25,2,toward,other,validRT,0,0,NaN,NaN,NaN
s25,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s25,2,noMS,left,validRT,70,2,0.0285714285714286,10.3428571428571,653.085714285714
s25,2,noMS,left,trimmedRT,1,1,1,18,1543
s25,2,noMS,right,validRT,103,1,0.00970873786407767,8.70873786407767,684.708737864078
s25,2,noMS,right,trimmedRT,1,0,0,3,2074
s25,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s25,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s25,2,away,left,validRT,44,0,0,9,665.931818181818
s25,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s25,2,away,right,validRT,47,0,0,10.6170212765957,739.106382978723
s25,2,away,right,trimmedRT,0,0,NaN,NaN,NaN
s25,2,away,other,validRT,0,0,NaN,NaN,NaN
s25,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s25,2,tooSmall,left,validRT,57,0,0,9.14035087719298,672.263157894737
s25,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s25,2,tooSmall,right,validRT,74,0,0,10.7567567567568,672.351351351351
s25,2,tooSmall,right,trimmedRT,0,0,NaN,NaN,NaN
s25,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s25,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s25,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s25,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s25,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s25,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s25,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s25,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
